,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
145,Ray-Ray McCloud,PIT,WR,3.0,19.2,0.1,10.9,104.6,0.6,0.1,0.0,0.0,0,0.0,0.0
146,Penny Hart,SEA,WR,1.3,6.7,0.0,9.0,104.2,0.8,0.0,0.0,0.0,0,0.0,0.0
147,Anthony Schwartz,CLE,WR,0.0,0.0,0.0,8.8,114.0,0.7,0.0,0.0,0.0,0,0.0,0.0
148,Cam Sims,WAS,WR,0.7,3.7,0.0,8.3,108.9,0.6,0.0,0.0,0.0,0,0.0,0.0
149,Andy Isabella,ARI,WR,0.0,0.0,0.0,9.1,114.2,0.6,0.0,0.0,0.0,0,0.0,0.0
150,Cedrick Wilson,DAL,WR,0.0,0.0,0.0,8.4,113.9,0.6,0.0,0.0,0.0,0,0.0,0.0
151,Christian Blake,ATL,WR,0.0,0.0,0.0,10.0,122.6,0.5,0.0,0.0,0.0,0,0.0,0.0
152,Braxton Berrios,NYJ,WR,1.0,5.8,0.0,10.0,105.7,0.6,0.0,0.0,0.0,0,0.0,0.0
153,Tyler Johnson,TB,WR,0.0,0.0,0.0,7.4,104.5,0.7,0.0,0.0,0.0,0,0.0,0.0
154,Jakeem Grant Sr.,MIA,WR,2.5,14.3,0.1,8.6,98.7,0.5,0.0,0.0,0.0,0,0.0,0.0
155,Trent Sherfield,SF,WR,0.0,0.0,0.0,8.6,107.0,0.6,0.0,0.0,0.0,0,0.0,0.0
156,Zay Jones,LV,WR,0.0,0.0,0.0,8.4,105.4,0.6,0.0,0.0,0.0,0,0.0,0.0
157,Noah Brown,DAL,WR,0.0,0.0,0.0,8.6,105.3,0.6,0.1,0.0,0.0,0,0.0,0.0
158,Simi Fehoko,DAL,WR,0.0,0.0,0.0,8.1,102.8,0.6,0.0,0.0,0.0,0,0.0,0.0
159,Lil'Jordan Humphrey,NO,WR,0.0,0.0,0.0,8.0,103.9,0.6,0.0,0.0,0.0,0,0.0,0.0
160,Cameron Batson,TEN,WR,2.5,14.9,0.1,7.4,78.9,0.6,0.1,0.0,0.0,0,0.0,0.0
161,Andre Roberts,HOU,WR,0.0,0.0,0.0,7.5,95.2,0.5,0.0,0.0,0.0,0,0.0,0.0
162,Mike Thomas,CIN,WR,0.0,0.0,0.0,6.4,88.1,0.5,0.0,0.0,0.0,0,0.0,0.0
163,Jaelon Darden,TB,WR,0.0,0.0,0.0,6.7,87.5,0.5,0.0,0.0,0.0,0,0.0,0.0
164,Nick Westbrook-Ikhine,TEN,WR,0.0,0.0,0.0,6.3,86.1,0.5,0.0,0.0,0.0,0,0.0,0.0
165,KeeSean Johnson,PHI,WR,0.0,0.0,0.0,7.7,85.4,0.5,0.0,0.0,0.0,0,0.0,0.0
166,Chester Rogers,TEN,WR,0.0,0.0,0.0,7.6,83.7,0.5,0.0,0.0,0.0,0,0.0,0.0
167,Diontae Spencer,DEN,WR,2.4,13.7,0.1,6.1,71.3,0.4,0.0,0.0,0.0,0,0.0,0.0
168,Gunner Olszewski,NE,WR,1.9,10.2,0.1,5.1,70.0,0.4,0.0,0.0,0.0,0,0.0,0.0
169,DaeSean Hamilton,DEN,WR,0.0,0.0,0.0,7.3,75.2,0.5,0.0,0.0,0.0,0,0.0,0.0
170,Steven Sims Jr.,PIT,WR,0.0,0.0,0.0,6.0,75.2,0.4,0.0,0.0,0.0,0,0.0,0.0
171,KhaDarel Hodge,DET,WR,0.0,0.0,0.0,4.5,72.1,0.4,0.0,0.0,0.0,0,0.0,0.0
172,J.J. Arcega-Whiteside,PHI,WR,0.0,0.0,0.0,4.2,67.1,0.4,0.0,0.0,0.0,0,0.0,0.0
173,K.J. Hill Jr.,LAC,WR,0.0,0.0,0.0,5.1,65.4,0.4,0.0,0.0,0.0,0,0.0,0.0
174,Jeff Smith,NYJ,WR,0.0,0.0,0.0,5.6,63.8,0.4,0.0,0.0,0.0,0,0.0,0.0
175,Matthew Slater,NE,WR,0.0,0.0,0.0,1.5,71.8,0.2,0.0,0.0,0.0,0,0.0,0.0
176,Tajae Sharpe,ATL,WR,0.0,0.0,0.0,4.6,58.2,0.4,0.0,0.0,0.0,0,0.0,0.0
177,Antonio Gandy-Golden,WAS,WR,0.0,0.0,0.0,4.2,57.2,0.3,0.0,0.0,0.0,0,0.0,0.0
178,Victor Bolden Jr.,DET,WR,0.0,0.0,0.0,5.3,56.2,0.3,0.0,0.0,0.0,0,0.0,0.0
179,Jake Kumerow,BUF,WR,0.0,0.0,0.0,3.9,53.2,0.4,0.0,0.0,0.0,0,0.0,0.0
180,John Ross,NYG,WR,0.0,0.0,0.0,3.3,46.1,0.4,0.0,0.0,0.0,0,0.0,0.0
181,Marcus Johnson,TEN,WR,0.0,0.0,0.0,3.6,43.6,0.3,0.0,0.0,0.0,0,0.0,0.0
182,James Proche,BAL,WR,0.0,0.0,0.0,3.1,45.6,0.3,0.0,0.0,0.0,0,0.0,0.0
183,Greg Dortch,ARI,WR,0.0,0.0,0.0,4.1,46.9,0.3,0.0,0.0,0.0,0,0.0,0.0
184,DeAndre Carter,WAS,WR,0.0,0.0,0.0,3.8,45.2,0.2,0.0,0.0,0.0,0,0.0,0.0
185,Tavon Austin,JAC,WR,0.0,0.0,0.0,3.8,46.3,0.2,0.0,0.0,0.0,0,0.0,0.0
186,Racey McMath,TEN,WR,0.0,0.0,0.0,3.1,38.5,0.3,0.0,0.0,0.0,0,0.0,0.0
187,K.J. Osborn,MIN,WR,0.0,0.0,0.0,2.3,42.6,0.2,0.0,0.0,0.0,0,0.0,0.0
188,Trent Taylor,CIN,WR,0.0,0.0,0.0,3.9,39.7,0.2,0.0,0.0,0.0,0,0.0,0.0
189,Jauan Jennings,SF,WR,0.0,0.0,0.0,3.0,39.2,0.3,0.0,0.0,0.0,0,0.0,0.0
190,Mike Strachan,IND,WR,0.0,0.0,0.0,3.0,40.0,0.2,0.0,0.0,0.0,0,0.0,0.0
191,Malik Taylor,GB,WR,0.0,0.0,0.0,2.5,35.9,0.2,0.0,0.0,0.0,0,0.0,0.0
192,John Ursua,SEA,WR,0.0,0.0,0.0,2.9,37.2,0.2,0.0,0.0,0.0,0,0.0,0.0
193,C.J. Board,NYG,WR,0.0,0.0,0.0,2.4,39.5,0.2,0.0,0.0,0.0,0,0.0,0.0
194,Nsimba Webster,CHI,WR,0.0,0.0,0.0,2.1,39.0,0.1,0.0,0.0,0.0,0,0.0,0.0
195,Ashton Dulin,IND,WR,0.0,0.0,0.0,2.0,36.1,0.2,0.0,0.0,0.0,0,0.0,0.0
196,Brandon Zylstra,CAR,WR,0.0,0.0,0.0,2.0,33.4,0.1,0.0,0.0,0.0,0,0.0,0.0
197,Malcolm Perry,NE,WR,2.0,10.1,0.1,1.7,19.6,0.1,0.0,0.0,0.0,0,0.0,0.0
198,Marcus Kemp,KC,WR,0.0,0.0,0.0,1.6,29.7,0.1,0.0,0.0,0.0,0,0.0,0.0
199,Daurice Fountain,KC,WR,0.0,0.0,0.0,2.0,26.2,0.2,0.0,0.0,0.0,0,0.0,0.0
200,Isaac Whitney,ARI,WR,0.0,0.0,0.0,2.1,24.1,0.2,0.0,0.0,0.0,0,0.0,0.0
201,Terry Godwin,JAC,WR,0.0,0.0,0.0,2.0,22.5,0.2,0.0,0.0,0.0,0,0.0,0.0
202,Dax Milne,WAS,WR,0.0,0.0,0.0,1.8,23.4,0.1,0.0,0.0,0.0,0,0.0,0.0
203,Antoine Wesley,ARI,WR,0.0,0.0,0.0,1.8,22.2,0.1,0.0,0.0,0.0,0,0.0,0.0
204,Allen Hurns,MIA,WR,0.0,0.0,0.0,1.6,16.7,0.2,0.0,0.0,0.0,0,0.0,0.0
205,Juwan Johnson,NO,WR,0.0,0.0,0.0,1.7,21.4,0.1,0.0,0.0,0.0,0,0.0,0.0
206,Equanimeous St. Brown,GB,WR,0.0,0.0,0.0,1.3,17.1,0.2,0.0,0.0,0.0,0,0.0,0.0
207,Travis Benjamin,SF,WR,0.0,0.0,0.0,1.2,17.3,0.2,0.0,0.0,0.0,0,0.0,0.0
208,David Moore,LV,WR,0.0,0.0,0.0,1.3,16.0,0.2,0.0,0.0,0.0,0,0.0,0.0
209,Stanley Morgan Jr.,CIN,WR,0.0,0.0,0.0,1.3,15.8,0.1,0.0,0.0,0.0,0,0.0,0.0
210,Kendall Hinton,DEN,WR,1.2,6.4,0.0,1.1,12.1,0.0,0.0,0.0,0.0,0,0.0,0.0
211,Mack Hollins,MIA,WR,0.0,0.0,0.0,1.3,15.3,0.1,0.0,0.0,0.0,0,0.0,0.0
212,Isaiah Ford,MIA,WR,0.0,0.0,0.0,1.6,15.0,0.1,0.0,0.0,0.0,0,0.0,0.0
213,Joe Reed,LAC,WR,0.9,4.8,0.0,0.8,9.4,0.0,0.0,0.0,0.0,0,0.0,0.0
214,Matt Cole,NYG,WR,0.9,4.3,0.0,0.9,9.5,0.0,0.0,0.0,0.0,0,0.0,0.0
215,DeMichael Harris,IND,WR,0.9,4.7,0.0,0.7,8.1,0.0,0.0,0.0,0.0,0,0.0,0.0
216,Malik Turner,DAL,WR,0.0,0.0,0.0,0.9,10.6,0.0,0.0,0.0,0.0,0,0.0,0.0
217,Kelvin Harmon,WAS,WR,0.0,0.0,0.0,0.8,10.6,0.0,0.0,0.0,0.0,0,0.0,0.0
218,Vyncint Smith,NYJ,WR,0.0,0.0,0.0,0.9,10.1,0.0,0.0,0.0,0.0,0,0.0,0.0
219,John Hightower,PHI,WR,0.0,0.0,0.0,0.7,9.8,0.0,0.0,0.0,0.0,0,0.0,0.0
220,Gehrig Dieter,KC,WR,0.0,0.0,0.0,0.9,9.7,0.0,0.0,0.0,0.0,0,0.0,0.0
221,Jason Moore Jr.,LAC,WR,0.0,0.0,0.0,0.8,9.5,0.0,0.0,0.0,0.0,0,0.0,0.0
222,Josh Malone,NYJ,WR,0.0,0.0,0.0,0.9,9.4,0.0,0.0,0.0,0.0,0,0.0,0.0
223,Jake Lampman,NO,WR,0.0,0.0,0.0,0.7,9.4,0.0,0.0,0.0,0.0,0,0.0,0.0
224,Jeff Badet,ATL,WR,0.0,0.0,0.0,0.9,9.3,0.0,0.0,0.0,0.0,0,0.0,0.0
225,Keelan Doss,ATL,WR,0.0,0.0,0.0,0.8,9.3,0.0,0.0,0.0,0.0,0,0.0,0.0
226,Chad Hansen,DET,WR,0.0,0.0,0.0,0.9,9.2,0.0,0.0,0.0,0.0,0,0.0,0.0
227,Trenton Irwin,CIN,WR,0.0,0.0,0.0,0.8,9.2,0.0,0.0,0.0,0.0,0,0.0,0.0
228,Tanner Gentry,BUF,WR,0.0,0.0,0.0,0.8,9.2,0.0,0.0,0.0,0.0,0,0.0,0.0
229,Marcell Ateman,LV,WR,0.0,0.0,0.0,0.7,9.1,0.0,0.0,0.0,0.0,0,0.0,0.0
230,Cyril Grayson Jr.,TB,WR,0.0,0.0,0.0,0.9,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0
231,Darvin Kidsy,SEA,WR,0.0,0.0,0.0,0.8,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0
232,Dan Chisena,MIN,WR,0.0,0.0,0.0,0.7,8.7,0.0,0.0,0.0,0.0,0,0.0,0.0
233,Derrick Willies,CLE,WR,0.0,0.0,0.0,0.7,8.6,0.0,0.0,0.0,0.0,0,0.0,0.0
234,Alexander Hollins,CLE,WR,0.0,0.0,0.0,0.7,8.5,0.0,0.0,0.0,0.0,0,0.0,0.0
235,Laquon Treadwell,JAC,WR,0.0,0.0,0.0,0.8,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
236,Dante Pettis,NYG,WR,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
237,Ja'Marcus Bradley,CLE,WR,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.0,0.0,0,0.0,0.0
238,JoJo Natson,CLE,WR,0.0,0.0,0.0,0.7,8.3,0.0,0.0,0.0,0.0,0,0.0,0.0
239,River Cracraft,SF,WR,0.0,0.0,0.0,0.7,8.3,0.0,0.0,0.0,0.0,0,0.0,0.0
240,Justin Hardy,CHI,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
241,Tyrie Cleveland,DEN,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
242,Kevin White,NO,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
243,Cody Hollister,TEN,WR,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0
244,Keith Kirkwood,CAR,WR,0.0,0.0,0.0,0.7,7.6,0.0,0.0,0.0,0.0,0,0.0,0.0
245,Jordan Matthews,SF,WR,0.0,0.0,0.0,0.7,7.6,0.0,0.0,0.0,0.0,0,0.0,0.0
246,Ryan Switzer,CLE,WR,0.0,0.0,0.0,0.8,7.1,0.0,0.0,0.0,0.0,0,0.0,0.0
247,Demetric Felton,CLE,WR,0.0,0.0,0.0,0.6,4.3,0.0,0.0,0.0,0.0,0,0.0,0.0
248,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
249,0,0,WR,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Josh Allen,BUF,QB,110.7,529.5,7.0,0.0,0,0.0,4.3,605.7,400.7,"4,660.1",33.8,13.3
2,Patrick Mahomes II,KC,QB,55.4,295.2,3.0,0.0,0,0.0,1.8,630.4,418.6,"5,062.8",37.6,10.0
3,Kyler Murray,ARI,QB,126.4,710.3,7.2,0.0,0,0.0,2.8,591.9,392.0,"4,254.5",26.9,13.0
4,Lamar Jackson,BAL,QB,161.3,"1,001.1",7.1,0.0,0,0.0,3.7,456.4,292.4,"3,352.6",27.2,11.8
5,Dak Prescott,DAL,QB,63.4,293.5,3.8,0.0,0,0.0,3.0,621.8,415.4,"4,858.9",31.2,11.7
6,Russell Wilson,SEA,QB,81.9,445.8,2.3,0.0,0,0.0,2.9,577.3,385.2,"4,324.3",34.0,11.8
7,Aaron Rodgers,GB,QB,39.9,181.2,1.9,0.0,0,0.0,2.6,571.6,384.9,"4,589.0",36.4,7.8
8,Justin Herbert,LAC,QB,61.3,271.7,4.3,0.0,0,0.0,1.9,614.5,398.8,"4,637.0",31.0,12.7
9,Tom Brady,TB,QB,24.5,42.9,2.0,0.0,0,0.0,1.9,621.3,404.8,"4,820.8",36.7,11.8
10,Ryan Tannehill,TEN,QB,52.6,252.9,3.5,0.0,0,0.0,2.1,527.8,348.7,"4,183.9",30.5,11.2
11,Jalen Hurts,PHI,QB,138.7,740.4,6.0,0.0,0,0.0,4.3,528.5,322.8,"3,642.7",21.6,13.9
12,Joe Burrow,CIN,QB,54.1,229.4,2.9,0.0,0,0.0,3.2,613.2,400.4,"4,357.5",26.4,12.2
13,Matthew Stafford,LAR,QB,31.8,115.0,0.8,0.0,0,0.0,2.6,612.3,405.5,"4,575.6",28.8,11.8
14,Matt Ryan,ATL,QB,33.1,99.4,1.3,0.0,0,0.0,3.2,613.6,400.9,"4,612.9",27.9,13.4
15,Kirk Cousins,MIN,QB,34.8,129.5,1.2,0.0,0,0.0,3.2,534.6,359.0,"4,308.4",30.1,13.1
16,Baker Mayfield,CLE,QB,44.2,192.1,1.9,0.0,0,0.0,2.6,543.2,346.7,"4,114.4",28.9,12.7
17,Trevor Lawrence,JAC,QB,65.4,294.2,2.2,0.0,0,0.0,2.0,592.4,377.7,"4,170.0",25.2,13.5
18,Ryan Fitzpatrick,WAS,QB,50.8,239.2,2.8,0.0,0,0.0,1.6,578.4,383.6,"4,253.0",25.2,16.6
19,Tua Tagovailoa,MIA,QB,56.8,237.6,3.0,0.0,0,0.0,1.7,580.2,378.3,"4,049.1",26.3,13.7
20,Derek Carr,LV,QB,30.4,115.2,1.8,0.0,0,0.0,4.2,563.8,373.7,"4,406.7",27.6,11.6
21,Ben Roethlisberger,PIT,QB,20.9,36.1,0.5,0.0,0,0.0,1.7,616.4,399.6,"4,323.4",30.0,14.4
22,Zach Wilson,NYJ,QB,62.7,319.4,2.6,0.0,0,0.0,2.4,553.9,350.9,"3,996.5",23.1,14.9
23,Jameis Winston,NO,QB,44.9,215.4,1.4,0.0,0,0.0,3.3,523.2,337.3,"4,025.4",26.9,16.6
24,Daniel Jones,NYG,QB,70.4,405.8,2.7,0.0,0,0.0,4.7,547.5,343.2,"3,791.5",21.9,13.9
25,Carson Wentz,IND,QB,58.3,272.4,2.8,0.0,0,0.0,4.6,535.7,335.5,"3,742.5",24.4,12.9
26,Sam Darnold,CAR,QB,50.3,228.0,3.0,0.0,0,0.0,2.9,556.7,351.4,"3,933.4",22.2,14.8
27,Jared Goff,DET,QB,39.6,112.4,1.7,0.0,0,0.0,3.3,580.4,372.7,"4,206.8",23.7,14.2
28,Mac Jones,NE,QB,41.1,154.4,2.1,0.0,0,0.0,2.2,545.8,348.2,"3,910.3",23.8,14.4
29,Teddy Bridgewater,DEN,QB,48.8,229.0,2.6,0.0,0,0.0,2.0,474.4,306.3,"3,625.9",21.4,13.4
30,Justin Fields,CHI,QB,91.6,365.4,2.9,0.0,0,0.0,2.4,528.9,333.6,"2,941.8",17.8,10.4
31,Trey Lance,SF,QB,84.8,370.2,3.0,0.0,0,0.0,1.8,429.5,268.8,"2,678.9",16.6,9.7
32,Tyrod Taylor,HOU,QB,46.8,206.8,1.6,0.0,0,0.0,1.1,438.5,272.7,"2,867.4",15.8,8.6
33,Jimmy Garoppolo,SF,QB,11.2,46.3,0.5,0.0,0,0.0,1.2,131.7,89.5,"1,678.4",10.3,5.7
34,Deshaun Watson,HOU,QB,14.3,114.7,0.7,0.0,0,0.0,0.8,120.7,80.0,"1,262.6",7.8,3.6
35,Davis Mills,HOU,QB,13.1,56.1,0.6,0.0,0,0.0,1.4,194.8,120.7,"1,394.7",6.7,5.3
36,Andy Dalton,CHI,QB,9.3,74.5,0.5,0.0,0,0.0,0.6,68.7,43.3,"1,217.4",7.6,4.7
37,Taysom Hill,NO,QB,56.5,246.8,3.0,0.0,0,0.0,2.1,62.7,42.3,733.3,3.3,2.4
38,Drew Lock,DEN,QB,8.7,27.8,0.2,0.0,0,0.0,0.5,85.5,51.1,533.4,3.3,2.3
39,Bryce Perkins,LAR,QB,0.0,22.4,0.5,0.0,0,0.0,0.2,0.0,0.0,345.0,1.1,1.7
40,Taylor Heinicke,WAS,QB,6.5,26.7,0.1,0.0,0,0.0,0.2,44.7,28.6,313.5,1.7,1.5
41,Jacob Eason,IND,QB,2.6,10.4,0.1,0.0,0,0.0,0.2,45.7,27.5,331.7,1.6,1.6
42,Kellen Mond,MIN,QB,3.5,16.2,0.3,0.0,0,0.0,0.2,34.1,21.5,266.2,1.7,1.0
43,Mike White,NYJ,QB,1.9,8.2,0.1,0.0,0,0.0,0.3,47.0,28.6,326.1,1.7,1.3
44,Mason Rudolph,PIT,QB,2.8,9.4,0.1,0.0,0,0.0,0.2,35.5,22.0,242.5,1.4,0.9
45,Tyler Huntley,BAL,QB,3.2,36.6,0.2,0.0,0,0.0,0.2,17.8,10.8,201.9,0.9,1.0
46,Will Grier,DAL,QB,1.1,4.7,0.1,0.0,0,0.0,0.2,32.6,20.6,222.7,1.5,0.9
47,Feleipe Franks,ATL,QB,1.1,9.4,0.2,0.0,0,0.0,0.1,25.2,15.6,224.9,1.0,1.2
48,Phillip Walker,CAR,QB,2.5,4.6,0.1,0.0,0,0.0,0.2,35.7,22.8,266.1,0.9,1.2
49,Gardner Minshew II,PHI,QB,4.2,16.1,0.1,0.0,0,0.0,0.5,22.7,14.7,204.8,1.2,0.8
50,Jacoby Brissett,MIA,QB,3.6,11.6,0.1,0.0,0,0.0,0.2,28.4,17.8,202.9,1.0,0.5
